filename,cmax,state,runtime,best_solution_time
aslib0_514a.RCP,74,Optimal,0.083,0.05
aslib0_515a.RCP,85,Optimal,0.122,0.079
aslib0_516a.RCP,86,Optimal,0.1,0.063
aslib0_517a.RCP,79,Optimal,0.114,0.069
aslib0_518a.RCP,87,Optimal,0.122,0.069
aslib0_519a.RCP,92,Optimal,0.184,0.142
aslib0_520a.RCP,86,Optimal,0.117,0.085
aslib0_521a.RCP,82,Optimal,0.145,0.098
aslib0_522a.RCP,91,Optimal,0.148,0.119
aslib0_523a.RCP,89,Optimal,0.151,0.099
aslib0_524a.RCP,84,Optimal,0.169,0.129
aslib0_525a.RCP,86,Optimal,0.104,0.088
aslib0_526a.RCP,85,Optimal,0.061,0.045
aslib0_527a.RCP,75,Optimal,0.087,0.062
aslib0_528a.RCP,81,Optimal,0.093,0.064
aslib0_529a.RCP,88,Optimal,0.082,0.056
aslib0_530a.RCP,85,Optimal,0.123,0.091
aslib0_531a.RCP,91,Optimal,0.13,0.111
aslib0_532a.RCP,85,Optimal,0.089,0.064
aslib0_533a.RCP,87,Optimal,0.105,0.088
aslib0_534a.RCP,84,Optimal,0.137,0.111
aslib0_535a.RCP,75,Optimal,0.148,0.102
aslib0_536a.RCP,89,Optimal,0.134,0.091
aslib0_537a.RCP,91,Optimal,0.118,0.081
aslib0_538a.RCP,76,Optimal,0.135,0.11
aslib0_539a.RCP,87,Optimal,0.157,0.09
aslib0_540a.RCP,86,Optimal,0.122,0.11
aslib0_541a.RCP,100,Optimal,0.092,0.065
aslib0_542a.RCP,85,Optimal,0.089,0.072
aslib0_543a.RCP,96,Optimal,0.106,0.078
aslib0_544a.RCP,99,Optimal,0.082,0.066
aslib0_545a.RCP,89,Optimal,0.07,0.047
aslib0_546a.RCP,83,Optimal,0.159,0.129
aslib0_547a.RCP,98,Optimal,0.092,0.081
aslib0_548a.RCP,90,Optimal,0.081,0.066
aslib0_549a.RCP,83,Optimal,0.073,0.053
aslib0_550a.RCP,87,Optimal,0.088,0.058
aslib0_551a.RCP,78,Optimal,0.073,0.062
aslib0_552a.RCP,93,Optimal,0.094,0.067
aslib0_553a.RCP,85,Optimal,0.158,0.138
aslib0_554a.RCP,79,Optimal,0.405,0.316
aslib0_555a.RCP,75,Optimal,0.174,0.157
aslib0_556a.RCP,72,Optimal,0.155,0.129
aslib0_557a.RCP,72,Optimal,0.118,0.088
aslib0_558a.RCP,80,Optimal,0.209,0.154
aslib0_559a.RCP,81,Optimal,0.159,0.119
aslib0_560a.RCP,74,Optimal,0.389,0.313
aslib0_561a.RCP,81,Optimal,0.068,0.041
aslib0_562a.RCP,85,Optimal,0.115,0.101
aslib0_563a.RCP,84,Optimal,0.099,0.072
aslib0_564a.RCP,95,Optimal,0.086,0.065
aslib0_565a.RCP,75,Optimal,0.131,0.093
aslib0_566a.RCP,69,Optimal,0.15,0.123
aslib0_567a.RCP,82,Optimal,0.127,0.078
aslib0_568a.RCP,78,Optimal,0.214,0.116
aslib0_569a.RCP,76,Optimal,0.24,0.144
aslib0_570a.RCP,79,Optimal,0.2,0.177
aslib0_571a.RCP,84,Optimal,0.176,0.15
aslib0_572a.RCP,79,Optimal,0.212,0.182
aslib0_573a.RCP,79,Optimal,0.344,0.295
aslib0_574a.RCP,81,Optimal,0.315,0.265
aslib0_575a.RCP,81,Optimal,0.79,0.608
aslib0_576a.RCP,75,Optimal,0.371,0.362
aslib0_577a.RCP,94,Optimal,0.184,0.163
aslib0_578a.RCP,85,Optimal,1.964,0.217
aslib0_579a.RCP,80,Optimal,0.152,0.134
aslib0_580a.RCP,81,Optimal,0.103,0.08
aslib0_581a.RCP,85,Optimal,0.102,0.083
aslib0_582a.RCP,73,Optimal,0.101,0.076
aslib0_583a.RCP,86,Optimal,0.871,0.525
aslib0_584a.RCP,79,Optimal,0.171,0.158
aslib0_585a.RCP,86,Optimal,0.121,0.104
aslib0_586a.RCP,80,Optimal,0.112,0.096
aslib0_587a.RCP,84,Optimal,0.104,0.088
aslib0_588a.RCP,89,Optimal,0.184,0.096
aslib0_589a.RCP,86,Optimal,0.145,0.13
aslib0_590a.RCP,79,Optimal,0.221,0.128
aslib0_591a.RCP,76,Optimal,2.542,0.172
aslib0_592a.RCP,86,Optimal,0.686,0.386
aslib0_593a.RCP,66,Optimal,0.51,0.164
aslib0_594a.RCP,82,Optimal,0.102,0.089
aslib0_595a.RCP,83,Optimal,0.122,0.111
aslib0_596a.RCP,80,Optimal,0.232,0.196
aslib0_597a.RCP,87,Optimal,0.264,0.227
aslib0_598a.RCP,84,Optimal,0.119,0.086
aslib0_599a.RCP,87,Optimal,0.077,0.049
aslib0_600a.RCP,88,Feasible,5.042,0.259
aslib0_601a.RCP,79,Optimal,2.713,0.809
aslib0_602a.RCP,79,Optimal,0.481,0.328
aslib0_603a.RCP,85,Optimal,0.465,0.447
aslib0_604a.RCP,85,Optimal,0.357,0.085
aslib0_605a.RCP,85,Optimal,0.488,0.353
aslib0_606a.RCP,82,Optimal,0.611,0.354
aslib0_607a.RCP,80,Optimal,0.947,0.412
aslib0_608a.RCP,80,Optimal,1.508,0.441
aslib0_609a.RCP,82,Optimal,2.374,1.438
aslib0_610a.RCP,78,Optimal,0.206,0.145
aslib0_611a.RCP,83,Optimal,0.442,0.292
aslib0_612a.RCP,85,Optimal,0.137,0.12
aslib0_613a.RCP,85,Optimal,0.314,0.274
aslib0_614a.RCP,76,Optimal,0.601,0.575
aslib0_615a.RCP,84,Optimal,0.368,0.344
aslib0_616a.RCP,79,Optimal,0.55,0.202
aslib0_617a.RCP,75,Optimal,0.149,0.136
aslib0_618a.RCP,91,Optimal,0.532,0.389
aslib0_619a.RCP,81,Optimal,0.336,0.236
aslib0_620a.RCP,87,Optimal,0.283,0.257
aslib0_621a.RCP,83,Optimal,0.841,0.676
aslib0_622a.RCP,80,Optimal,0.164,0.128
aslib0_623a.RCP,88,Optimal,0.277,0.229
aslib0_624a.RCP,76,Feasible,5.022,0.484
aslib0_625a.RCP,83,Optimal,0.538,0.177
aslib0_626a.RCP,76,Optimal,0.657,0.464
aslib0_627a.RCP,90,Optimal,0.454,0.348
aslib0_628a.RCP,73,Optimal,0.833,0.527
aslib0_629a.RCP,82,Feasible,5.048,1.107
aslib0_630a.RCP,75,Optimal,0.51,0.482
aslib0_631a.RCP,86,Optimal,0.537,0.257
aslib0_632a.RCP,78,Optimal,0.77,0.232
aslib0_633a.RCP,87,Optimal,0.435,0.394
aslib0_634a.RCP,85,Optimal,0.412,0.31
aslib0_635a.RCP,77,Optimal,0.212,0.186
aslib0_636a.RCP,81,Optimal,3.835,2.554
aslib0_637a.RCP,73,Feasible,5.046,1.646
aslib0_638a.RCP,82,Optimal,3.649,0.405
aslib0_639a.RCP,91,Optimal,0.247,0.188
aslib0_640a.RCP,79,Optimal,1.945,0.398
aslib0_641a.RCP,69,Feasible,5.038,0.374
aslib0_642a.RCP,78,Optimal,2.994,0.798
aslib0_643a.RCP,87,Optimal,2.614,1.556
aslib0_644a.RCP,78,Optimal,0.736,0.587
aslib0_645a.RCP,83,Optimal,0.336,0.263
aslib0_646a.RCP,79,Optimal,0.272,0.242
aslib0_647a.RCP,92,Optimal,2.12,0.432
aslib0_648a.RCP,81,Optimal,1.089,1.055
aslib0_649a.RCP,81,Optimal,0.252,0.21
aslib0_650a.RCP,77,Feasible,5.035,3.426
aslib0_651a.RCP,79,Optimal,0.239,0.2
aslib0_652a.RCP,71,Optimal,1.006,0.756
aslib0_653a.RCP,74,Optimal,2.525,1.371
aslib0_654a.RCP,69,Feasible,5.049,4.005
aslib0_655a.RCP,78,Optimal,0.413,0.33
aslib0_656a.RCP,78,Optimal,0.351,0.229
aslib0_657a.RCP,80,Optimal,0.72,0.494
aslib0_658a.RCP,72,Feasible,5.041,4.728
aslib0_659a.RCP,76,Feasible,5.059,0.599
aslib0_660a.RCP,72,Optimal,0.358,0.243
aslib0_661a.RCP,87,Optimal,1.84,0.527
aslib0_662a.RCP,78,Feasible,5.062,1.278
aslib0_663a.RCP,82,Optimal,0.78,0.534
aslib0_664a.RCP,81,Optimal,2.257,0.659
aslib0_665a.RCP,75,Optimal,3.186,0.132
aslib0_666a.RCP,78,Optimal,0.493,0.272
aslib0_667a.RCP,79,Optimal,0.662,0.422
aslib0_668a.RCP,70,Optimal,0.696,0.645
aslib0_669a.RCP,76,Optimal,2.055,0.704
aslib0_670a.RCP,81,Optimal,1.239,1.069
aslib0_671a.RCP,79,Feasible,5.044,4.994
aslib0_672a.RCP,77,Optimal,0.757,0.555
aslib0_673a.RCP,84,Optimal,2.952,0.845
aslib0_674a.RCP,87,Feasible,5.053,1.47
aslib0_675a.RCP,81,Optimal,1.483,0.891
aslib0_676a.RCP,73,Optimal,0.457,0.417
aslib0_677a.RCP,85,Optimal,2.268,0.997
aslib0_678a.RCP,78,Optimal,4.041,0.345
aslib0_679a.RCP,78,Optimal,1.065,0.57
aslib0_680a.RCP,82,Feasible,5.043,3.866
aslib0_681a.RCP,76,Optimal,0.272,0.143
aslib0_682a.RCP,81,Optimal,1.086,0.965
aslib0_683a.RCP,76,Optimal,0.835,0.617
aslib0_684a.RCP,78,Optimal,0.441,0.346
aslib0_685a.RCP,83,Optimal,1.304,0.962
aslib0_686a.RCP,69,Feasible,5.054,0.899
aslib0_687a.RCP,82,Optimal,0.687,0.445
aslib0_688a.RCP,78,Optimal,1.65,1.219
aslib0_689a.RCP,85,Feasible,5.046,3.026
aslib0_690a.RCP,77,Feasible,5.072,1.592
aslib0_691a.RCP,78,Feasible,5.07,1.803
aslib0_692a.RCP,71,Optimal,2.554,1.076
aslib0_693a.RCP,82,Optimal,0.409,0.208
aslib0_694a.RCP,76,Optimal,2.106,0.448
aslib0_695a.RCP,72,Optimal,3.273,1.146
aslib0_696a.RCP,83,Optimal,2.656,2.528
aslib0_697a.RCP,77,Optimal,0.655,0.602
aslib0_698a.RCP,88,Feasible,5.025,2.325
aslib0_699a.RCP,75,Optimal,0.506,0.431
aslib0_700a.RCP,80,Feasible,5.034,4.996
aslib0_701a.RCP,85,Optimal,0.772,0.323
aslib0_702a.RCP,87,Optimal,3.838,0.706
aslib0_703a.RCP,72,Optimal,2.327,0.75
aslib0_704a.RCP,81,Optimal,2.513,0.509
aslib0_705a.RCP,95,Optimal,3.691,1.449
aslib0_706a.RCP,90,Optimal,1.21,0.327
aslib0_707a.RCP,92,Optimal,2.598,0.43
aslib0_708a.RCP,91,Feasible,5.077,3.836
aslib0_709a.RCP,82,Feasible,5.069,4.462
aslib0_710a.RCP,86,Optimal,2.42,2.0
aslib0_711a.RCP,83,Feasible,5.093,0.486
aslib0_712a.RCP,84,Feasible,5.055,3.548
aslib0_713a.RCP,93,Optimal,0.567,0.516
aslib0_714a.RCP,90,Feasible,5.065,1.037
aslib0_715a.RCP,92,Feasible,5.027,4.998
aslib0_716a.RCP,82,Feasible,5.042,1.595
aslib0_717a.RCP,86,Optimal,0.599,0.534
aslib0_718a.RCP,93,Feasible,5.075,2.107
aslib0_719a.RCP,88,Feasible,5.091,3.459
aslib0_720a.RCP,78,Feasible,5.044,2.837
aslib0_721a.RCP,95,Feasible,5.048,4.465
aslib0_722a.RCP,87,Feasible,5.032,4.43
aslib0_723a.RCP,90,Optimal,4.622,2.382
aslib0_724a.RCP,76,Feasible,5.047,3.146
aslib0_725a.RCP,93,Feasible,5.078,3.904
aslib0_726a.RCP,86,Optimal,0.761,0.614
aslib0_727a.RCP,86,Feasible,5.079,4.279
aslib0_728a.RCP,79,Optimal,1.401,0.803
aslib0_729a.RCP,94,Feasible,5.076,3.978
aslib0_730a.RCP,85,Optimal,1.671,1.105
aslib0_731a.RCP,83,Feasible,5.06,1.143
aslib0_732a.RCP,84,Optimal,1.571,0.724
aslib0_733a.RCP,78,Feasible,5.035,0.869
aslib0_734a.RCP,75,Optimal,0.933,0.631
aslib0_735a.RCP,94,Optimal,0.793,0.452
aslib0_736a.RCP,85,Optimal,0.965,0.788
aslib0_737a.RCP,75,Feasible,5.066,1.855
aslib0_738a.RCP,73,Optimal,0.38,0.341
aslib0_739a.RCP,98,Optimal,0.751,0.43
aslib0_740a.RCP,92,Optimal,1.138,0.624
aslib0_741a.RCP,86,Feasible,5.068,0.404
aslib0_742a.RCP,79,Optimal,0.878,0.829
aslib0_743a.RCP,85,Optimal,3.507,1.797
aslib0_744a.RCP,69,Feasible,5.054,1.031
aslib0_745a.RCP,88,Optimal,3.912,3.592
aslib0_746a.RCP,86,Optimal,0.232,0.143
aslib0_747a.RCP,78,Optimal,2.152,0.42
aslib0_748a.RCP,90,Feasible,5.062,1.812
aslib0_749a.RCP,84,Optimal,0.832,0.684
aslib0_750a.RCP,72,Optimal,0.224,0.189
aslib0_751a.RCP,83,Optimal,0.15,0.123
aslib0_752a.RCP,87,Optimal,0.243,0.088
aslib0_753a.RCP,82,Optimal,0.27,0.17
aslib0_754a.RCP,77,Optimal,0.254,0.196
aslib0_755a.RCP,93,Optimal,0.441,0.376
aslib0_756a.RCP,87,Optimal,0.208,0.175
aslib0_757a.RCP,77,Optimal,0.246,0.107
aslib0_758a.RCP,75,Optimal,0.216,0.141
aslib0_759a.RCP,76,Optimal,0.248,0.157
aslib0_760a.RCP,81,Optimal,0.313,0.241
aslib0_761a.RCP,81,Optimal,0.216,0.184
aslib0_762a.RCP,84,Optimal,0.224,0.201
aslib0_763a.RCP,77,Optimal,0.255,0.205
aslib0_764a.RCP,68,Optimal,0.191,0.116
aslib0_765a.RCP,75,Optimal,0.23,0.17
aslib0_766a.RCP,77,Optimal,0.247,0.146
aslib0_767a.RCP,79,Optimal,0.226,0.195
aslib0_768a.RCP,78,Optimal,0.27,0.228
aslib0_769a.RCP,81,Optimal,0.224,0.121
aslib0_770a.RCP,86,Optimal,0.225,0.149
aslib0_771a.RCP,86,Optimal,0.248,0.226
aslib0_772a.RCP,93,Optimal,0.282,0.243
aslib0_773a.RCP,81,Optimal,0.203,0.175
aslib0_774a.RCP,76,Optimal,0.223,0.132
aslib0_775a.RCP,88,Optimal,0.332,0.213
aslib0_776a.RCP,78,Optimal,0.233,0.163
aslib0_777a.RCP,85,Optimal,0.206,0.181
aslib0_778a.RCP,76,Optimal,0.257,0.168
aslib0_779a.RCP,90,Optimal,0.258,0.168
aslib0_780a.RCP,74,Optimal,0.289,0.251
aslib0_781a.RCP,71,Optimal,0.222,0.17
aslib0_782a.RCP,80,Optimal,0.275,0.231
aslib0_783a.RCP,78,Optimal,0.355,0.31
aslib0_784a.RCP,84,Optimal,0.248,0.196
aslib0_785a.RCP,80,Optimal,0.245,0.202
aslib0_786a.RCP,92,Optimal,0.264,0.133
aslib0_787a.RCP,65,Optimal,0.215,0.141
aslib0_788a.RCP,84,Optimal,0.285,0.107
aslib0_789a.RCP,82,Optimal,0.272,0.158
aslib0_790a.RCP,84,Optimal,0.304,0.241
aslib0_791a.RCP,90,Optimal,0.263,0.198
aslib0_792a.RCP,90,Optimal,0.257,0.195
aslib0_793a.RCP,79,Optimal,0.344,0.272
aslib0_794a.RCP,93,Optimal,0.371,0.299
aslib0_795a.RCP,88,Optimal,0.346,0.286
aslib0_796a.RCP,77,Optimal,0.232,0.202
aslib0_797a.RCP,80,Optimal,0.295,0.213
aslib0_798a.RCP,79,Optimal,0.265,0.187
aslib0_799a.RCP,84,Optimal,0.252,0.165
aslib0_800a.RCP,76,Optimal,0.517,0.474
aslib0_801a.RCP,81,Optimal,0.354,0.324
aslib0_802a.RCP,79,Optimal,0.312,0.117
aslib0_803a.RCP,73,Optimal,0.386,0.312
aslib0_804a.RCP,72,Optimal,0.807,0.318
aslib0_805a.RCP,72,Optimal,0.38,0.289
aslib0_806a.RCP,77,Optimal,0.506,0.437
aslib0_807a.RCP,73,Optimal,0.367,0.341
aslib0_808a.RCP,71,Optimal,0.393,0.338
aslib0_809a.RCP,78,Optimal,0.291,0.219
aslib0_810a.RCP,77,Optimal,0.58,0.339
aslib0_811a.RCP,81,Optimal,0.275,0.206
aslib0_812a.RCP,77,Optimal,0.353,0.307
aslib0_813a.RCP,89,Optimal,0.362,0.284
aslib0_814a.RCP,79,Feasible,5.055,0.299
aslib0_815a.RCP,80,Optimal,0.348,0.306
aslib0_816a.RCP,70,Optimal,0.384,0.306
aslib0_817a.RCP,86,Optimal,0.56,0.412
aslib0_818a.RCP,80,Optimal,0.602,0.545
aslib0_819a.RCP,78,Optimal,0.345,0.269
aslib0_820a.RCP,75,Optimal,0.355,0.162
aslib0_821a.RCP,89,Optimal,0.411,0.339
aslib0_822a.RCP,83,Optimal,0.437,0.4
aslib0_823a.RCP,78,Optimal,0.251,0.157
aslib0_824a.RCP,70,Optimal,0.34,0.255
aslib0_825a.RCP,76,Optimal,0.353,0.225
aslib0_826a.RCP,80,Optimal,0.269,0.194
aslib0_827a.RCP,72,Optimal,0.508,0.474
aslib0_828a.RCP,82,Optimal,0.908,0.52
aslib0_829a.RCP,76,Optimal,4.576,0.434
aslib0_830a.RCP,86,Optimal,0.336,0.198
aslib0_831a.RCP,70,Feasible,5.066,0.355
aslib0_832a.RCP,76,Optimal,0.334,0.264
aslib0_833a.RCP,78,Optimal,0.356,0.262
aslib0_834a.RCP,72,Optimal,0.486,0.431
aslib0_835a.RCP,85,Optimal,1.599,0.565
aslib0_836a.RCP,87,Optimal,0.888,0.571
aslib0_837a.RCP,80,Optimal,0.52,0.468
aslib0_838a.RCP,81,Optimal,0.244,0.198
aslib0_839a.RCP,88,Optimal,0.521,0.35
aslib0_840a.RCP,78,Optimal,0.34,0.295
aslib0_841a.RCP,86,Optimal,0.514,0.296
aslib0_842a.RCP,74,Optimal,0.372,0.332
aslib0_843a.RCP,76,Optimal,0.437,0.357
aslib0_844a.RCP,83,Optimal,0.742,0.689
aslib0_845a.RCP,82,Optimal,0.67,0.52
aslib0_846a.RCP,80,Optimal,0.379,0.349
aslib0_847a.RCP,86,Optimal,0.427,0.312
aslib0_848a.RCP,85,Optimal,0.356,0.186
aslib0_849a.RCP,80,Optimal,0.428,0.403
aslib0_850a.RCP,73,Optimal,1.492,0.819
aslib0_851a.RCP,79,Optimal,0.518,0.401
aslib0_852a.RCP,73,Optimal,1.597,0.698
aslib0_853a.RCP,72,Feasible,5.046,1.632
aslib0_854a.RCP,70,Optimal,0.544,0.504
aslib0_855a.RCP,80,Optimal,0.684,0.335
aslib0_856a.RCP,73,Optimal,0.803,0.538
aslib0_857a.RCP,76,Optimal,0.362,0.209
aslib0_858a.RCP,76,Optimal,0.826,0.775
aslib0_859a.RCP,84,Optimal,0.512,0.452
aslib0_860a.RCP,80,Optimal,4.596,2.513
aslib0_861a.RCP,79,Feasible,5.062,1.353
aslib0_862a.RCP,85,Optimal,0.636,0.519
aslib0_863a.RCP,80,Optimal,0.951,0.734
aslib0_864a.RCP,73,Optimal,3.502,0.909
aslib0_865a.RCP,69,Optimal,1.319,0.545
aslib0_866a.RCP,77,Optimal,1.775,0.452
aslib0_867a.RCP,83,Optimal,2.682,1.811
aslib0_868a.RCP,71,Optimal,0.476,0.273
aslib0_869a.RCP,86,Optimal,0.565,0.544
aslib0_870a.RCP,74,Optimal,0.351,0.304
aslib0_871a.RCP,79,Optimal,1.24,0.834
aslib0_872a.RCP,79,Optimal,2.063,1.824
aslib0_873a.RCP,85,Optimal,1.152,0.651
aslib0_874a.RCP,78,Feasible,5.079,4.991
aslib0_875a.RCP,74,Optimal,0.524,0.493
aslib0_876a.RCP,85,Optimal,0.664,0.651
aslib0_877a.RCP,74,Optimal,1.988,1.413
aslib0_878a.RCP,74,Optimal,4.74,2.062
aslib0_879a.RCP,75,Optimal,0.853,0.377
aslib0_880a.RCP,81,Optimal,1.428,0.234
aslib0_881a.RCP,92,Optimal,0.836,0.549
aslib0_882a.RCP,87,Optimal,2.041,0.677
aslib0_883a.RCP,87,Optimal,0.785,0.645
aslib0_884a.RCP,80,Feasible,5.044,1.677
aslib0_885a.RCP,78,Optimal,0.224,0.164
aslib0_886a.RCP,74,Optimal,0.571,0.484
aslib0_887a.RCP,83,Optimal,0.478,0.428
aslib0_888a.RCP,86,Optimal,1.222,0.921
aslib0_889a.RCP,81,Optimal,0.507,0.386
aslib0_890a.RCP,82,Optimal,0.414,0.371
aslib0_891a.RCP,80,Optimal,0.743,0.645
aslib0_892a.RCP,82,Optimal,0.992,0.635
aslib0_893a.RCP,84,Optimal,3.189,2.648
aslib0_894a.RCP,86,Feasible,5.05,0.545
aslib0_895a.RCP,87,Feasible,5.035,4.301
aslib0_896a.RCP,78,Optimal,1.863,0.42
aslib0_897a.RCP,77,Optimal,1.03,0.711
aslib0_898a.RCP,74,Optimal,0.675,0.631
aslib0_899a.RCP,79,Optimal,0.742,0.655
aslib0_900a.RCP,79,Feasible,5.053,4.997
aslib0_901a.RCP,79,Optimal,1.806,0.463
aslib0_902a.RCP,73,Optimal,1.561,1.265
aslib0_903a.RCP,70,Feasible,5.047,3.594
aslib0_904a.RCP,80,Optimal,0.982,0.914
aslib0_905a.RCP,74,Optimal,1.775,0.798
aslib0_906a.RCP,85,Optimal,2.487,0.653
aslib0_907a.RCP,84,Optimal,3.318,1.483
aslib0_908a.RCP,76,Optimal,0.716,0.609
aslib0_909a.RCP,79,Feasible,5.061,0.5
aslib0_910a.RCP,75,Feasible,5.05,1.243
aslib0_911a.RCP,81,Optimal,2.126,1.183
aslib0_912a.RCP,79,Feasible,5.054,4.991
aslib0_913a.RCP,75,Optimal,1.851,1.473
aslib0_914a.RCP,82,Feasible,5.047,2.061
aslib0_915a.RCP,78,Feasible,5.038,4.951
aslib0_916a.RCP,82,Optimal,2.017,1.696
aslib0_917a.RCP,73,Optimal,1.493,1.01
aslib0_918a.RCP,79,Feasible,5.05,1.513
aslib0_919a.RCP,81,Optimal,1.595,0.803
aslib0_920a.RCP,87,Feasible,5.054,4.853
aslib0_921a.RCP,75,Feasible,5.054,3.747
aslib0_922a.RCP,83,Optimal,1.351,1.128
aslib0_923a.RCP,75,Feasible,5.043,3.093
aslib0_924a.RCP,93,Feasible,5.055,1.582
aslib0_925a.RCP,92,Optimal,2.956,2.891
aslib0_926a.RCP,81,Feasible,5.055,1.831
aslib0_927a.RCP,84,Optimal,3.642,2.414
aslib0_928a.RCP,83,Feasible,5.058,4.99
aslib0_929a.RCP,78,Optimal,1.387,0.814
aslib0_930a.RCP,84,Feasible,5.077,0.772
aslib0_931a.RCP,89,Feasible,5.051,4.993
aslib0_932a.RCP,85,Optimal,1.052,0.929
aslib0_933a.RCP,89,Optimal,2.576,1.552
aslib0_934a.RCP,76,Optimal,2.156,2.097
aslib0_935a.RCP,83,Feasible,5.021,2.243
aslib0_936a.RCP,72,Feasible,5.025,4.549
aslib0_937a.RCP,84,Feasible,5.032,2.603
aslib0_938a.RCP,77,Feasible,5.043,0.415
aslib0_939a.RCP,93,Feasible,5.045,1.751
aslib0_940a.RCP,75,Feasible,5.047,2.945
aslib0_941a.RCP,64,Optimal,2.2,1.987
aslib0_942a.RCP,92,Feasible,5.056,3.019
aslib0_943a.RCP,74,Optimal,0.793,0.755
aslib0_944a.RCP,75,Optimal,2.767,1.599
aslib0_945a.RCP,81,Optimal,1.293,1.047
aslib0_946a.RCP,75,Optimal,2.786,0.803
aslib0_947a.RCP,78,Optimal,1.274,1.013
aslib0_948a.RCP,77,Feasible,5.038,0.861
aslib0_949a.RCP,78,Feasible,5.076,1.904
aslib0_950a.RCP,85,Optimal,4.318,2.554
aslib0_951a.RCP,85,Feasible,5.027,1.566
aslib0_952a.RCP,82,Feasible,5.053,4.994
aslib0_953a.RCP,92,Feasible,5.025,3.435
aslib0_954a.RCP,78,Optimal,1.895,1.844
aslib0_955a.RCP,87,Feasible,5.045,1.63
aslib0_956a.RCP,70,Feasible,5.017,2.28
aslib0_957a.RCP,81,Feasible,5.053,1.4
aslib0_958a.RCP,85,Optimal,1.039,0.779
aslib0_959a.RCP,79,Optimal,2.512,0.34
aslib0_960a.RCP,87,Optimal,4.8,0.548
aslib0_961a.RCP,86,Feasible,5.038,0.718
aslib0_962a.RCP,98,Feasible,5.025,4.945
aslib0_963a.RCP,97,Feasible,5.018,0.641
aslib0_964a.RCP,87,Feasible,5.039,4.089
aslib0_965a.RCP,76,Feasible,5.024,2.972
aslib0_966a.RCP,89,Optimal,0.321,0.274
aslib0_967a.RCP,89,Optimal,1.376,0.826
aslib0_968a.RCP,92,Optimal,1.374,0.772
aslib0_969a.RCP,99,Feasible,5.028,4.986
aslib0_970a.RCP,88,Optimal,0.821,0.691
aslib0_971a.RCP,93,Feasible,5.048,5.004
aslib0_972a.RCP,84,Feasible,5.023,2.85
aslib0_973a.RCP,86,Optimal,0.958,0.636
aslib0_974a.RCP,92,Feasible,5.035,2.458
aslib0_975a.RCP,82,Optimal,2.37,2.015
aslib0_976a.RCP,91,Feasible,5.065,1.553
aslib0_977a.RCP,96,Feasible,5.08,0.938
aslib0_978a.RCP,98,Feasible,5.093,4.673
aslib0_979a.RCP,85,Feasible,5.046,1.75
aslib0_980a.RCP,79,Feasible,5.038,3.832
aslib0_981a.RCP,97,Optimal,3.192,0.952
aslib0_982a.RCP,93,Feasible,5.192,3.456
aslib0_983a.RCP,76,Feasible,5.058,0.867
aslib0_984a.RCP,89,Feasible,5.033,0.739
aslib0_985a.RCP,86,Feasible,5.055,3.676
aslib0_986a.RCP,90,Optimal,1.132,0.686
aslib0_987a.RCP,82,Optimal,0.769,0.492
aslib0_988a.RCP,84,Feasible,5.082,1.6
aslib0_989a.RCP,85,Feasible,5.065,2.45
aslib0_990a.RCP,87,Feasible,5.06,2.084
aslib0_991a.RCP,81,Optimal,2.645,2.509
aslib0_992a.RCP,88,Optimal,1.266,0.852
aslib0_993a.RCP,96,Optimal,1.626,1.473
aslib0_994a.RCP,87,Feasible,5.077,2.077
aslib0_995a.RCP,96,Feasible,5.05,0.556
aslib0_996a.RCP,91,Feasible,5.065,4.987
aslib0_997a.RCP,96,Optimal,3.248,3.168
aslib0_998a.RCP,90,Optimal,2.499,2.394
aslib0_999a.RCP,86,Feasible,5.074,4.505
